Contig	Start	End	Strand	Length	PID	Gene	Synonym	Code	COG	Product	ket/xyl_E1004_01	ket/xyl_E1004_03	ket/xyl_E1004_04	propofol_E1004_05	propofol_E1004_06	propofol_E1004_08	input_E1004_13	input_E1004_14	input_E1004_15
CP009208	4801534	4802766	-	1233	AIK83213.1	-	VK055_4679	-	-	major Facilitator Superfamily protein	400.9739957	179.325831	252.8802397	127.0434899	286.8639687	248.1651309	381.9548105	238.3526403	251.8200677
CP009208	4802864	4803751	+	888	AIK83214.1	-	VK055_4680	-	-	"bacterial regulatory helix-turn-helix, lysR family protein"	81.93530871	66.90383849	13.67608955	136.2914237	193.7673821	192.2049074	218.7232457	170.3342327	189.7155497
CP009208	4803848	4803991	-	144	AIK83215.1	-	VK055_4681	-	-	hypothetical protein	0	2.844884628	0	0	0	0	3.172967781	0	2.822932636
CP009208	4804392	4806620	+	2229	AIK83216.1	yfgF	VK055_4682	-	-	cyclic di-GMP phosphodiesterase YfgF	1020.250582	262.5141815	402.7226121	490.7184847	1300.116628	1040.1507	608.3636892	415.5319457	411.7862504
CP009208	4806674	4808206	-	1533	AIK83217.1	ppx	VK055_4683	-	-	ppx	140.3901582	395.6351622	211.3423031	56.52799506	350.987368	216.0947829	240.7929994	168.6770045	159.7490341
CP009208	4808210	4810270	-	2061	AIK83218.1	ppk1	VK055_4684	-	-	polyphosphate kinase 1	423.1408628	1494.153026	340.7130135	4025.163165	1541.167664	648.8634971	745.4358974	487.7294504	477.5822957
CP009208	4810450	4811091	-	642	AIK83219.1	purN	VK055_4685	-	-	phosphoribosylglycinamide formyltransferase	0	0	4.587011402	0	0	0	142.219467	86.2479173	108.0676519
CP009208	4811088	4812125	-	1038	AIK83220.1	purM	VK055_4686	-	-	phosphoribosylformylglycinamidine cyclo-ligase	0	0	0	0	0	0	244.8826023	161.9760385	158.4461421
CP009208	4812389	4813282	+	894	AIK83221.1	bglK	VK055_4687	-	-	beta-glucoside kinase	45.31892826	128.4122061	162.0744029	199.755369	265.9797423	108.2283753	222.530807	165.0743346	185.8068738
CP009208	4813292	4814725	+	1434	AIK83222.1	-	VK055_4688	-	-	glycosyl hydrolase 1 family protein	1142.168351	1371.234391	547.8930285	1967.729104	990.6035688	1014.812953	779.8449702	610.9407609	634.1464827
CP009208	4814943	4815569	+	627	AIK83223.1	upp	VK055_4689	-	-	uracil phosphoribosyltransferase	598.0128143	144.4024197	149.8423724	61.61435862	114.274957	205.3081421	98.50302201	77.96177654	75.27820363
CP009208	4815746	4816951	+	1206	AIK83224.1	-	VK055_4690	-	-	uracil-xanthine permease family protein	114.6109128	109.5771079	91.31550475	53.75361493	200.1650148	229.8495597	211.7427166	181.5025093	184.7935133
CP009208	4817074	4817751	+	678	AIK83225.1	hda	VK055_4692	-	-	dnaA regulatory inactivator Hda	0	0	0	0	0	0	55.77372255	34.72973779	19.10908246
CP009208	4817748	4818671	-	924	AIK83226.1	-	VK055_4691	-	-	hypothetical protein	260.17334	744.5749767	864.8215385	506.6711704	476.7339423	866.6957254	551.4618004	422.0888049	432.125842
CP009208	4818800	4819159	-	360	AIK83227.1	arsC2	VK055_4693	-	-	arsenate reductase	415.8340066	59.84067665	60.0558715	18.38026833	90.30221829	168.3874254	168.801886	132.6503055	142.4495238
CP009208	4819169	4820632	-	1464	AIK83228.1	-	VK055_4694	-	-	peptidase M48 family protein	243.3429409	87.79902558	904.9154159	128.6618783	353.1199122	374.3471096	444.2154894	323.952077	360.6839314
CP009208	4820684	4820800	+	117	AIK83229.1	-	VK055_4695	-	-	hypothetical protein	34.39969374	0	20.89638527	0	207.0773996	63.85112177	42.23572669	34.72973779	41.9820751
CP009208	4820855	4821916	+	1062	AIK83230.1	-	VK055_4696	-	-	hypothetical protein	467.8850945	479.6083084	1062.827531	1181.307938	717.7849778	520.9440729	547.5837286	384.0446109	415.1882462
CP009208	4821978	4822448	-	471	AIK83231.1	bcp	VK055_4697	-	-	thiol peroxidase	0	0	0	0	0	0	9.518903343	6.19659222	3.691527293
CP009208	4822452	4823018	-	567	AIK83232.1	-	VK055_4698	-	-	gcvR GcvR predicted transcriptional regulator	179.1411259	178.5410353	217.288429	1381.641302	16.39852987	89.40604919	126.1430969	79.4028445	100.7569802
CP009208	4823208	4824050	+	843	AIK83233.1	dapA	VK055_4699	-	-	dihydrodipicolinate synthase	0	0	0	0	0	0	0	0	0
CP009208	4824067	4825101	+	1035	AIK83234.1	-	VK055_4700	-	-	nlpB/DapX lipofamily protein	71.83706926	22.46477861	20.21682803	54.44720996	32.87059574	125.7476174	89.19564985	108.8726842	124.0642702
CP009208	4825318	4826031	+	714	AIK83235.1	purC	VK055_4701	-	-	phosphoribosylaminoimidazolesuccinocarboxamide synthase	0	0	0	0	0	0	89.33667064	89.77853379	94.17013743
CP009208	4826151	4827026	+	876	AIK83236.1	-	VK055_4702	-	-	neutral zinc metallopeptidase family protein	163.7885179	48.2649392	7.220295725	16.06828489	92.87597858	321.4998093	86.02268207	144.6111696	154.9717634
CP009208	4827039	4829057	+	2019	AIK83237.1	-	VK055_4703	-	-	tRNAMet cytidine acetyltransferase	10.18033896	1.177193639	5.77623658	4.392768532	7.941888905	6.153452778	13.32646468	76.08838819	80.70692024
CP009208	4829117	4829812	+	696	AIK83238.1	-	VK055_4704	-	-	phospholipase/Carboxylesterase family protein	20.27857841	48.36303867	49.26790024	25.8942145	45.00403713	56.24979775	35.39621836	42.29534457	49.50989546
CP009208	4829861	4830064	-	204	AIK83239.1	-	VK055_4705	-	-	hypothetical protein	0	109.6752074	3.567675535	122.5351222	35.59142805	93.17051442	28.76824122	29.75805334	31.12464189
CP009208	4830091	4831218	-	1128	AIK83240.1	dapE	VK055_4706	-	-	succinyl-diaminopimelate desuccinylase	0	0	0	0	0	0	0	0	0
CP009208	4831222	4831575	-	354	AIK83241.1	-	VK055_4707	-	-	"transcriptional regulator, Spx/MgsR family protein"	63.7913175	57.87868725	5.011734679	0	53.60775011	68.04994837	46.39584	48.05961641	52.54997677
CP009208	4832128	4835241	-	3114	AIK83242.1	acrD	VK055_4708	-	-	acrD	326.2634437	481.8645962	341.9871834	307.8405948	225.9761537	460.4230549	428.1391193	487.1530233	511.3127216
CP009208	4835614	4837596	+	1983	AIK83243.1	-	VK055_4709	-	-	"glutamate synthase, small subunit domain protein"	29.47372327	118.994657	80.10281022	33.17696233	57.65223057	28.95742484	125.085441	328.1311741	319.1361537
CP009208	4837655	4838251	+	597	AIK83244.1	-	VK055_4710	-	-	"nudix-type nucleoside diphosphatase, YffH/AdpP family protein"	38.58676863	5.101172436	4.926790024	0	11.69222533	25.91689523	36.59489508	73.78267946	80.99645179
CP009208	4838315	4839361	+	1047	AIK83245.1	-	VK055_4712	-	-	hypothetical protein	28.48852918	0	2.293505701	21.03904928	15.00134571	6.804994837	17.27504681	78.53820372	93.80822299
CP009208	4839351	4841345	-	1995	AIK83246.1	tkt2	VK055_4711	-	-	transketolase	42.36334599	177.9524384	215.1648126	59.99597021	125.3053583	112.4272019	214.845174	320.2773537	301.4023461
CP009208	4841362	4842318	-	957	AIK83247.1	tal2	VK055_4713	-	-	transaldolase	416.4908027	442.4286093	571.4226981	231.4295421	227.0056579	615.1280972	384.7047159	379.7934604	383.629307
CP009208	4842613	4844892	+	2280	AIK83248.1	-	VK055_4714	-	-	maeB	242.7682443	848.7566137	304.8663689	264.2597069	436.1420657	564.7421779	428.9147336	410.4882079	387.3208343
CP009208	4845111	4845446	+	336	AIK83249.1	-	VK055_4715	-	-	BMC domain protein	11.16553305	5.885968195	3.822509501	12.83150808	10.22150516	2.244200425	25.03119027	18.87799025	21.42533488
CP009208	4845459	4845938	+	480	AIK83250.1	eutP2	VK055_4716	-	-	"ethanolamine utilization protein, EutP"	274.2944553	140.5765404	4.587011402	291.3099132	23.45798667	93.24290798	69.17069763	72.2695581	68.69136081
CP009208	4845916	4846605	+	690	AIK83251.1	-	VK055_4717	-	-	cupin domain protein	18.30819022	0	0	0	2.573760293	27.29237291	21.01209775	27.81261159	29.89413279
CP009208	4846602	4847408	+	807	AIK83252.1	-	VK055_4718	-	-	cobalamin adenosyltransferase family protein	0	0	0	0	0	0	4.230623708	4.683470864	8.830712349
CP009208	4847398	4848414	+	1017	AIK83253.1	pta	VK055_4719	-	-	phosphate acetyltransferase	0	0	0.934391211	0	0	0.868722745	6.768997933	23.77762131	27.21596593
CP009208	4848453	4848743	+	291	AIK83254.1	-	VK055_4720	-	-	BMC domain protein	17.48719515	4.512575616	6.710627791	13.64070228	20.73715436	51.47182265	27.4990541	0	102.3494038
CP009208	4848872	4849159	+	288	AIK83255.1	ccmL2	VK055_4721	-	-	carbon dioxide concentrating mechanism protein CcmL	0	4.708774556	0	0	0	1.665051928	6.345935562	18.95004365	15.77946961
CP009208	4849171	4850574	+	1404	AIK83256.1	-	VK055_4722	-	-	aldehyde dehydrogenase family protein	47.53561497	21.77808232	28.20162565	85.77458555	27.64953915	70.14936167	74.45897726	162.3363055	158.518525
CP009208	4850584	4851423	+	840	AIK83257.1	eutJ	VK055_4723	-	-	ethanolamine utilization protein EutJ	209.0253467	129.4913003	23.61461425	54.90960665	71.47700014	45.75273125	88.91360827	160.1026502	172.705571
CP009208	4851413	4852600	+	1188	AIK83258.1	-	VK055_4724	-	-	putative alcohol dehydrogenase in ethanolamine utilization	6.650060126	4.414476146	0	23.00423521	0	13.46520255	30.31946991	73.35035907	67.24370305
CP009208	4852800	4854032	+	1233	AIK83259.1	-	VK055_4725	-	-	"ethanolamine utilization, EutH family protein"	46.63252039	58.85968195	49.94745748	68.89710645	155.8963378	43.43613726	96.74026213	166.227189	161.3414576
CP009208	4854029	4855432	+	1404	AIK83260.1	-	VK055_4726	-	-	ethanolamine utilization EutA family protein	6.403761602	67.39433583	5.436457957	41.15330519	6.471168737	3.474890981	26.58241897	102.8922522	113.206837
CP009208	4855444	4856805	+	1362	AIK83261.1	-	VK055_4727	-	-	"ethanolamine ammonia-lyase, putative regulatory subunit"	98.51940927	221.6067025	182.3761755	148.0825392	101.1120115	176.4231108	147.578257	317.8275382	346.2073538
CP009208	4856826	4857725	+	900	AIK83262.1	-	VK055_4728	-	-	ethanolamine ammonia-lyase light chain family protein	57.30545639	44.14476146	49.09801093	12.94710725	21.32544243	38.51337504	25.03119027	88.91389302	80.63453735
CP009208	4857774	4858394	+	621	AIK83263.1	-	VK055_4729	-	-	putative carboxysome structural protein with predicted role in ethanolamine utilization	67.32159633	180.6992236	71.09867672	71.44028823	101.6267636	53.20926814	52.95330675	185.4654462	198.4738792
CP009208	4858406	4858891	+	486	AIK83264.1	-	VK055_4730	-	-	"putative structural protein, ethanolamine utilization microcompartment"	0	0	0	0	0	0	0	3.314456304	3.329612853
CP009208	4858937	4859989	+	1053	AIK83265.1	-	VK055_4731	-	-	"bacterial regulatory helix-turn-helix, AraC family protein"	121.75357	169.712083	101.6787527	47.85805716	130.2322708	130.3084118	159.2124722	283.0978004	304.5871932
CP009208	4860033	4860932	-	900	AIK83266.1	-	VK055_4732	-	-	coproporphyrinogen III oxidase family protein	12.7254237	0	35.16708741	0	7.941888905	10.71424719	35.81928073	57.49861153	57.68916182
CP009208	4860932	4861804	-	873	AIK83267.1	-	VK055_4733	-	-	N-acetylmuramoyl-L-alanine amidase 1	4.351273909	29.82223886	195.8823758	16.64628075	60.88781494	40.82996902	95.96464778	109.737325	111.4696477
CP009208	4862016	4862441	+	426	AIK83268.1	-	VK055_4734	-	-	acetyltransferase family protein	14.03901582	34.236715	0	0	4.559232519	56.32219131	20.58903538	19.67057763	22.00439798
CP009208	4862428	4862877	+	450	AIK83269.1	-	VK055_4735	-	-	hypothetical protein	48.11031153	138.7126505	13.67608955	9.13233458	129.1292307	96.13865047	57.04290967	66.14501928	65.79604529
CP009208	4862939	4863514	+	576	AIK83270.1	-	VK055_4736	-	-	hypothetical protein	0	35.80630652	156.3831109	0	10.14796916	8.687227452	41.53062274	30.9109077	34.16472319
CP009208	4863609	4864508	+	900	AIK83271.1	yfeX	VK055_4737	-	-	putative porphyrinogen oxidase	6.48586111	5.984067665	29.98546342	285.4143554	441.8043383	34.53172912	58.10056559	46.47444165	42.63352109
CP009208	4865147	4866163	+	1017	AIK83272.1	-	VK055_4738	-	-	cysP	293.9983372	406.2299049	530.3944295	957.2767425	333.191654	239.6226905	149.4820377	109.8814318	123.3404413
CP009208	4866163	4866996	+	834	AIK83273.1	cysT	VK055_4739	-	-	"sulfate ABC transporter, permease protein CysT"	159.0267465	469.1116652	288.0473271	46.23966876	148.0279849	68.55670331	115.4960272	89.4182668	114.2201974
CP009208	4866996	4867871	+	876	AIK83274.1	cysW	VK055_4740	-	-	"sulfate ABC transporter, permease protein CysW"	47.37141596	92.6058996	9.258967459	0	105.3771	62.18606984	61.90812693	56.20165037	67.38846883
CP009208	4867861	4868955	+	1095	AIK83275.1	cysA	VK055_4741	-	-	"sulfate ABC transporter, ATP-binding family protein"	78.81552741	153.6237699	204.6316753	206.2289227	41.2537007	192.2773009	134.9568963	117.879359	124.4261847
CP009208	4869074	4869985	+	912	AIK83276.1	cysM	VK055_4743	-	-	cysteine synthase B	42.36334599	18.83509822	289.9161095	60.22716856	190.6788697	197.2724567	95.89413738	96.19128621	103.8694444
CP009208	4869982	4870377	-	396	AIK83277.1	-	VK055_4742	-	-	hypothetical protein	370.8434764	51.01172436	2.803173634	20.11425591	144.4247205	50.45831278	82.21512073	75.07964062	83.3850871
CP009208	4870518	4871816	-	1299	AIK83278.1	-	VK055_4744	-	-	"bacterial regulatory, gntR family protein"	10.5908365	60.42927347	187.7276888	21.3858468	1.764864201	86.72748739	112.1820387	87.47282506	103.0008498
CP009208	4871926	4872765	+	840	AIK83279.1	-	VK055_4745	-	-	pyridoxal kinase	91.62305062	134.3962738	419.9663772	328.186049	518.5759311	77.31632432	155.968994	181.7186695	186.1687882
CP009208	4872762	4873001	+	240	AIK83280.1	-	VK055_4746	-	-	hypothetical protein	0	0	0	0	0	0	0	0	0
CP009208	4873042	4873551	-	510	AIK83281.1	crr	VK055_4747	-	-	glucose-specific phosphotransferase enzyme IIA component	0	0	0	0	0	0	0	0	0
CP009208	4873594	4875321	-	1728	AIK83282.1	-	VK055_4748	-	-	PTS enzyme I	0	0	0	0	0.735360084	0.217180686	46.95992316	31.70349508	25.40639373
CP009208	4875366	4875623	-	258	AIK83283.1	ptsH	VK055_4749	-	-	HPr	0	0	0	0	0	0	0	0	0
CP009208	4876004	4876975	-	972	AIK83284.1	cysK	VK055_4750	-	-	cysteine synthase A	51.14799331	109.18471	215.0798679	29.593388	42.35674083	86.87227452	72.76672778	67.44198044	71.73144211
CP009208	4877152	4877913	-	762	AIK83285.1	-	VK055_4751	-	-	etoposide-induced 2.4 family protein	41.78864943	7.259360774	18.00826698	24.04462775	182.2957648	49.0828351	20.51852498	25.14663587	25.18924506
CP009208	4877950	4878093	+	144	AIK83286.1	-	VK055_4752	-	-	hypothetical protein	272.4882661	7.651758654	7.135351069	21.84824349	4.338624494	50.96506772	18.19168195	19.02209705	22.29392954
CP009208	4878144	4879205	+	1062	AIK83287.1	zipA	VK055_4753	-	-	cell division protein ZipA	0	0	0	0	0	0	0	0	0
CP009208	4879275	4881290	+	2016	AIK83288.1	ligA	VK055_4754	-	-	"DNA ligase, NAD-dependent"	0	0	0	0	0	0	0	0	0
CP009208	4881292	4881510	+	219	AIK83289.1	-	VK055_4756	-	-	hypothetical protein	23.23416069	272.6184269	10.36324798	5.548760251	27.28185911	58.49399818	47.24196474	32.49608246	38.29054781
CP009208	4881507	4882505	-	999	AIK83290.1	-	VK055_4755	-	-	sodium Bile acid symporter family protein	51.47639134	116.9345681	194.8630399	63.00154868	181.6339407	82.74584148	233.4599183	180.6378686	168.7245122
CP009208	4882594	4883520	+	927	AIK83291.1	-	VK055_4757	-	-	"bacterial regulatory helix-turn-helix, lysR family protein"	23.06996167	8.142256003	74.15668432	37.80092921	15.14841773	388.2466735	102.7336457	78.03382993	85.99087107
CP009208	4883605	4883680	-	76	-	-	VK055_4758	-	-	tRNA-Lys	0	0	0	0	0	0	0	0	0
CP009208	4883685	4883760	-	76	-	-	VK055_4759	-	-	tRNA-Val	0	0	0	0	0	0	0	0	0
CP009208	4883807	4883882	-	76	-	-	VK055_4760	-	-	tRNA-Val	0	0	0	0	0	0	0	0	0
CP009208	4883928	4884003	-	76	-	-	VK055_4761	-	-	tRNA-Val	0	0	0	0	0	0	0	0	0
CP009208	4884263	4885681	+	1419	AIK83292.1	gltX	VK055_4762	-	-	glutamate--tRNA ligase	0	0	0	0	0	0	0	0	0
CP009208	4885733	4886125	-	393	AIK83293.1	-	VK055_4763	-	-	hypothetical protein	0	0	0	0	0	0	7.756143465	7.061232995	9.771689894
CP009208	4886129	4886482	-	354	AIK83294.1	-	VK055_4764	-	-	mu DNA-binding domain protein	315.4263087	295.6718023	78.48886176	150.0477251	215.3134325	98.38285089	191.647254	128.1829949	137.3827216
CP009208	4886702	4886777	+	76	-	-	VK055_4765	-	-	tRNA-Ala	0	0	0	0	0	0	0	0	0
CP009208	4886819	4886894	+	76	-	-	VK055_4766	-	-	tRNA-Ala	0	0	0	0	0	0	0	0	0
CP009208	4887104	4889275	+	2172	AIK83295.1	-	VK055_4767	-	-	EAL domain protein	607.7826557	354.8257827	334.681943	754.0533983	821.7648936	405.5487349	392.6723905	193.6795336	251.6029191
CP009208	4889324	4890526	-	1203	AIK83296.1	-	VK055_4768	-	-	"nucleoside transporter, NupC family protein"	209.7642422	625.9727176	533.4524371	209.812497	555.4910073	519.4962016	350.1546222	252.6192131	257.3211672
CP009208	4890936	4892114	+	1179	AIK83297.1	mntH	VK055_4769	-	-	mntH manganese ion transporter	144.5772331	184.5251029	182.2912309	45.54607373	109.5686525	369.3519538	209.4863839	162.6245191	180.8124545
CP009208	4892172	4892519	-	348	AIK83298.1	-	VK055_4770	-	-	hypothetical protein	613.6117207	95.84318211	78.06413848	64.04194123	62.72621515	59.50750804	110.7013204	83.22167458	95.97970963
CP009208	4892650	4893606	-	957	AIK83299.1	-	VK055_4771	-	-	putative oxidoreductase	120.4399778	114.7763798	348.9526451	127.7370849	378.7839792	210.6652657	213.3644557	172.7840482	166.5530255
CP009208	4893823	4895484	+	1662	AIK83300.1	ipdC	VK055_4773	-	-	indole-3-pyruvate decarboxylase	135.3820882	401.226832	130.3900463	457.7727207	492.3235761	188.4404421	247.5619973	255.7895626	250.9514731
CP009208	4895481	4896692	-	1212	AIK83301.1	-	VK055_4772	-	-	voltage gated chloride channel family protein	111.0806339	0	30.49513135	12.60030974	31.76755562	155.06701	84.61247416	89.634427	85.04989352
CP009208	4897109	4897945	+	837	AIK83302.1	glk	VK055_4774	-	-	glucokinase	46.96091842	120.1718507	5.266568646	40.45971016	95.59681089	8.759621014	52.1776924	39.26910186	64.92745063
CP009208	4897999	4898736	-	738	AIK83303.1	mrkE	VK055_4775	-	-	protein mrkE	157.3026568	182.9555114	126.2277582	71.78708575	113.980813	161.6548242	124.2393162	96.5515532	100.2503
CP009208	4898748	4900445	-	1698	AIK83304.1	-	VK055_4776	-	-	"histidine kinase-, DNA gyrase B-, and HSP90-likeATPase family protein"	848.3342133	644.219219	401.8731656	1198.532214	516.3698508	384.4822083	392.3903489	345.2798828	353.3008768
CP009208	4900444	4900557	+	114	AIK83305.1	-	VK055_4777	-	-	hypothetical protein	0	0	0	0	0	0	0	0	0
CP009208	4900828	4902042	+	1215	AIK83306.1	-	VK055_4778	-	-	putative aminotransferase	313.4559205	117.9155628	552.6499292	615.1031936	667.486348	361.388662	345.0778738	348.1620187	348.016926
CP009208	4902523	4903659	-	1137	AIK83307.1	-	VK055_4779	-	-	sugar (and other) transporter family protein	32.26510654	47.48014344	25.73823064	55.9499992	101.5532276	122.9242684	201.8712613	336.0570478	302.9223867
CP009208	4903716	4904174	-	459	AIK83308.1	-	VK055_4780	-	-	cytidine and deoxycytidylate deaminase zinc-binding region family protein	13.87481681	3.335381977	2.12361639	0	24.70809881	6.008665654	42.72929945	56.20165037	43.14020131
CP009208	4904307	4905215	+	909	AIK83309.1	-	VK055_4781	-	-	cynR transcriptional dual regulator	63.05242193	168.4367899	80.44258884	19.18946253	58.31405464	203.7154837	114.6499025	107.7918833	115.5954723
CP009208	4905225	4906106	-	882	AIK83310.1	-	VK055_4782	-	-	hypothetical protein	104.3484743	132.5323839	41.36804727	29.82458635	149.204561	1.954626177	46.60737118	31.0550145	35.39523228
CP009208	4906474	4906956	-	483	AIK83311.1	-	VK055_4783	-	-	cupin domain protein	2.216686709	0	0	0	65.15290342	9.917918007	7.897164255	5.115791252	6.369694153
CP009208	4907205	4907279	-	75	-	-	VK055_4784	-	-	tRNA-Arg	106.6472605	236.0273246	77.80930451	73.17427581	121.2608778	291.456481	51.75463003	35.59437857	34.96093496
CP009208	4907369	4908298	-	930	AIK83312.1	-	VK055_4785	-	-	formate/nitrite transporter family protein	77.09143775	271.1469349	410.2826865	328.0704498	881.4025964	480.1864974	297.4128467	235.1102374	249.6485811
CP009208	4908588	4909349	+	762	AIK83313.1	-	VK055_4786	-	-	mlaA	6.157463079	0	73.73196105	0	3.823872436	0.723935621	137.1427185	101.6673444	95.11111497
CP009208	4909411	4910733	-	1323	AIK83314.1	-	VK055_4787	-	-	47 kDa outer membrane protein	495.7168276	361.2022482	583.8246178	610.5948259	666.89806	642.2032894	644.3945011	474.0393048	502.1924777
CP009208	4911149	4911391	+	243	AIK83315.1	-	VK055_4788	-	-	hypothetical protein	0	0	0	0	0	0	0	0	0
CP009208	4911551	4912861	+	1311	AIK83316.1	fadI	VK055_4789	-	-	acetyl-CoA C-acyltransferase FadI	176.2676431	190.7053695	63.28376841	65.19793295	147.4396968	140.8054783	230.4279713	216.5925141	241.9036121
CP009208	4912861	4915005	+	2145	AIK83317.1	fadJ	VK055_4790	-	-	"fatty oxidation complex, alpha subunit FadJ"	138.3376705	200.7115155	183.9051793	104.9640481	431.8034412	175.2648138	215.6207883	172.4237812	187.0373829
CP009208	4915314	4915700	+	387	AIK83318.1	sixA	VK055_4791	-	-	phosphohistidine phosphatase SixA	7.717353726	0	33.72302827	10.63512381	0	13.46520255	19.10831708	12.39318444	10.27837011
CP009208	4915721	4916272	-	552	AIK83319.1	-	VK055_4792	-	-	smr domain protein	177.2528372	9.613748052	34.14775154	115.1367752	4.926912561	32.21513513	64.37599076	51.15791252	50.59563879
CP009208	4916440	4917372	+	933	AIK83320.1	prmB	VK055_4793	-	-	"N5-glutamine methyltransferase, ribosomal protein L3-specific"	126.0227444	452.4347553	302.7427525	47.51125965	131.776527	344.3037813	183.8911105	161.0393443	175.8180352
CP009208	4917414	4918499	+	1086	AIK83321.1	aroC	VK055_4794	-	-	chorismate synthase	0	0	0	0	0	0	78.90113216	73.49446587	75.85726674
CP009208	4918502	4919326	+	825	AIK83322.1	mepA	VK055_4795	-	-	mepA	0	4.218277207	20.81144062	66.35392467	17.72217802	112.4272019	57.25444085	41.64686399	49.2927468
CP009208	4919326	4920135	+	810	AIK83323.1	-	VK055_4796	-	-	sulfite exporter TauE/SafE family protein	54.59617264	298.320488	33.21336033	48.89844971	205.2389994	58.49399818	59.01720073	71.54902412	68.11229771
CP009208	4920135	4920683	+	549	AIK83324.1	-	VK055_4797	-	-	hypothetical protein	72.74016384	465.2857858	141.0081283	138.8346054	138.3212318	127.9194242	134.3928131	181.6466161	164.7434533
CP009208	4920715	4920996	+	282	AIK83325.1	-	VK055_4798	-	-	yfcL family protein	0	0	0	0	0	0	0	0	0
CP009208	4921058	4923046	-	1989	AIK83326.1	mnmC	VK055_4799	-	-	"tRNA U-34 5-methylaminomethyl-2-thiouridine biosynthesis protein MnmC, C-terminal domain"	20.1964789	22.07238073	9.004133492	0	20.73715436	19.40147464	24.6786383	102.0276114	95.25588075
CP009208	4923229	4924425	+	1197	AIK83327.1	fabB	VK055_4800	-	-	fabB	0	0	0	0	0	0	0	0	0
CP009208	4924635	4925810	+	1176	AIK83328.1	-	VK055_4801	-	-	major Facilitator Superfamily protein	24.38355379	0	11.12774988	0	61.10842296	21.79046219	14.94820377	84.95095613	88.37950638
CP009208	4925897	4926787	-	891	AIK83329.1	-	VK055_4802	-	-	putative flagellar assembly protein	5.746965541	9.809946992	0	0	22.06080251	22.29721713	20.94158736	35.16205818	38.50769647
CP009208	4926985	4928121	+	1137	AIK83330.1	-	VK055_4803	-	-	"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain protein"	123.5597591	104.0835376	171.6731489	131.8986551	69.56506392	131.9010701	115.637048	95.11048524	96.92068717
CP009208	4928185	4929198	+	1014	AIK83331.1	-	VK055_4804	-	-	putative semialdehyde dehydrogenase	0	0	4.41712209	4.739566048	0	0	23.76200316	22.98503393	16.4309156
CP009208	4929198	4930010	+	813	AIK83332.1	truA	VK055_4805	-	-	tRNA pseudouridine(38-40) synthase	0	0	0	0	0	0	35.39621836	27.30823781	17.37189315
CP009208	4930037	4930696	+	660	AIK83333.1	-	VK055_4806	-	-	hypothetical protein	0	0	3.312841568	15.14349152	3.16204836	0	56.12627453	42.07918438	51.17470189
CP009208	4930882	4931802	+	921	AIK83334.1	accD	VK055_4807	-	-	"acetyl-CoA carboxylase, carboxyl transferase, beta subunit"	0	0	0	0	0	0	0.423062371	0	0
CP009208	4931878	4933146	+	1269	AIK83335.1	folC	VK055_4808	-	-	folyl-polyglutamate synthetase	0	0	0	0	0	0	0	0	0
CP009208	4933175	4933825	+	651	AIK83336.1	-	VK055_4809	-	-	cell division protein DedD	0	0	3.312841568	0	0.514752059	13.03084118	25.10170067	54.83263581	69.63233836
CP009208	4934042	4934530	+	489	AIK83337.1	-	VK055_4810	-	-	colicin V production family protein	0	0	0	0	0	0	35.11417678	41.57481059	44.58785907
CP009208	4934564	4936081	+	1518	AIK83338.1	purF	VK055_4811	-	-	amidophosphoribosyltransferase	0	0	0	0	0	0	194.2561386	204.7757569	219.320151
CP009208	4936217	4936786	+	570	AIK83339.1	ubiX2	VK055_4812	-	-	3-octaprenyl-4-hydroxybenzoate decarboxylase together with UbiG	0	0	5.436457957	0	2.132544243	0	7.474101884	6.773019403	4.053441734
CP009208	4936811	4937014	+	204	AIK83340.1	-	VK055_4813	-	-	hypothetical protein	99.01200631	0	330.1798763	149.7009276	44.56282108	41.11954327	67.83100012	54.76058241	55.01099496
CP009208	4937108	4937851	+	744	AIK83341.1	-	VK055_4814	-	-	lysine-arginine-ornithine-binding periplasmic family protein	200.0765003	133.3171796	47.14428385	41.61570188	248.4781723	135.9551096	137.9183329	112.8356211	109.8048413
CP009208	4938119	4938901	+	783	AIK83342.1	-	VK055_4815	-	-	lysine-arginine-ornithine-binding periplasmic family protein	56.64866033	221.901001	126.9922601	105.8888415	132.3648151	145.3662727	105.3425303	71.40491733	79.54879403
CP009208	4938966	4939652	+	687	AIK83343.1	-	VK055_4816	-	-	"amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein"	59.35794408	137.8297552	99.38524703	23.69783024	150.3076011	69.64260674	100.4773131	79.61900469	69.05327525
CP009208	4939649	4940365	+	717	AIK83344.1	-	VK055_4817	-	-	"amino ABC transporter, permease, 3-TM region, His/Glu/Gln/Arg/opine family domain protein"	361.730431	451.2575616	462.7784836	28.66859463	486.9554475	151.2301512	215.1272156	162.2642521	168.5797464
CP009208	4940373	4941146	+	774	AIK83345.1	-	VK055_4818	-	-	hisP	0	214.8378391	22.34044442	45.6616729	28.45843524	43.72571151	107.3873318	78.97052411	83.3850871
CP009208	4941152	4941679	-	528	AIK83346.1	-	VK055_4819	-	-	acetyltransferase family protein	49.09550562	189.6262754	32.95852637	0	39.56237251	293.3387136	65.08109471	34.80179119	43.93641308
